"store_city","store_name","product_name","sold_product_amount","product_profit"
"Cuernavaca","Maven Toys Cuernavaca 1","Playfoam",85,595.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Playfoam",84,588.00
"Puebla","Maven Toys Puebla 1","Classic Dominoes",84,168.00
"Culiacan","Maven Toys Culiacan 1","Playfoam",84,588.00
"Monterrey","Maven Toys Monterrey 3","Teddy Bear",84,168.00
"Villahermosa","Maven Toys Villahermosa 1","Toy Robot",84,420.00
"Merida","Maven Toys Merida 1","Mr. Potatohead",82,410.00
"Guadalajara","Maven Toys Guadalajara 2","Teddy Bear",82,164.00
"Pachuca","Maven Toys Pachuca 1","Monopoly",82,492.00
"Puebla","Maven Toys Puebla 2","Supersoaker Water Gun",82,246.00
"Guanajuato","Maven Toys Guanajuato 2","Mini Basketball Hoop",81,1296.00
"Chetumal","Maven Toys Chetumal 1","Foam Disk Launcher",81,243.00
"Pachuca","Maven Toys Pachuca 1","Supersoaker Water Gun",80,240.00
"Monterrey","Maven Toys Monterrey 1","Mr. Potatohead",80,400.00
"Aguascalientes","Maven Toys Aguascalientes 1","Uno Card Game",79,316.00
"Hermosillo","Maven Toys Hermosillo 3","Classic Dominoes",79,158.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Plush Pony",79,869.00
"Hermosillo","Maven Toys Hermosillo 2","Mini Basketball Hoop",79,1264.00
"Culiacan","Maven Toys Culiacan 1","Classic Dominoes",79,158.00
"Mexicali","Maven Toys Mexicali 1","Foam Disk Launcher",79,237.00
"Pachuca","Maven Toys Pachuca 1","Uno Card Game",78,312.00
"Chihuahua","Maven Toys Chihuahua 1","Plush Pony",78,858.00
"Aguascalientes","Maven Toys Aguascalientes 1","Monopoly",78,468.00
"Guadalajara","Maven Toys Guadalajara 1","Chutes & Ladders",78,234.00
"Santiago","Maven Toys Santiago 1","Supersoaker Water Gun",77,231.00
"Cuernavaca","Maven Toys Cuernavaca 1","Teddy Bear",76,152.00
"Puebla","Maven Toys Puebla 1","Monopoly",76,456.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Playfoam",76,532.00
"Campeche","Maven Toys Campeche 2","Dinosaur Figures",76,304.00
"Zacatecas","Maven Toys Zacatecas 1","Foam Disk Launcher",76,228.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Foam Disk Launcher",76,228.00
"Oaxaca","Maven Toys Oaxaca 1","Supersoaker Water Gun",75,225.00
"Guadalajara","Maven Toys Guadalajara 1","Mini Basketball Hoop",75,1200.00
"Campeche","Maven Toys Campeche 2","Chutes & Ladders",74,222.00
"Mexicali","Maven Toys Mexicali 1","PlayDoh Playset",74,296.00
"Aguascalientes","Maven Toys Aguascalientes 1","PlayDoh Playset",74,296.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Plush Pony",74,814.00
"Hermosillo","Maven Toys Hermosillo 1","Foam Disk Launcher",74,222.00
"Monterrey","Maven Toys Monterrey 2","Plush Pony",73,803.00
"Villahermosa","Maven Toys Villahermosa 1","Teddy Bear",73,146.00
"Aguascalientes","Maven Toys Aguascalientes 1","Playfoam",72,504.00
"Guadalajara","Maven Toys Guadalajara 4","Playfoam",72,504.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Chutes & Ladders",72,216.00
"Campeche","Maven Toys Campeche 1","Animal Figures",72,216.00
"Guanajuato","Maven Toys Guanajuato 2","Teddy Bear",72,144.00
"Hermosillo","Maven Toys Hermosillo 3","Uno Card Game",72,288.00
"Saltillo","Maven Toys Saltillo 1","Teddy Bear",72,144.00
"Chihuahua","Maven Toys Chihuahua 1","Chutes & Ladders",72,216.00
"Guadalajara","Maven Toys Guadalajara 2","PlayDoh Playset",71,284.00
"Guanajuato","Maven Toys Guanajuato 1","Supersoaker Water Gun",71,213.00
"Puebla","Maven Toys Puebla 1","Uno Card Game",70,280.00
"Hermosillo","Maven Toys Hermosillo 3","Supersoaker Water Gun",69,207.00
"Pachuca","Maven Toys Pachuca 1","Mini Basketball Hoop",69,1104.00
"Mexicali","Maven Toys Mexicali 2","Plush Pony",69,759.00
"Morelia","Maven Toys Morelia 1","Uno Card Game",68,272.00
"Zacatecas","Maven Toys Zacatecas 1","Playfoam",68,476.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Teddy Bear",68,136.00
"Guanajuato","Maven Toys Guanajuato 2","Monopoly",68,408.00
"Guanajuato","Maven Toys Guanajuato 2","PlayDoh Playset",68,272.00
"Monterrey","Maven Toys Monterrey 1","PlayDoh Playset",68,272.00
"Puebla","Maven Toys Puebla 3","Jenga",68,476.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Foam Disk Launcher",67,201.00
"Merida","Maven Toys Merida 1","Playfoam",67,469.00
"Xalapa","Maven Toys Xalapa 1","PlayDoh Playset",67,268.00
"Campeche","Maven Toys Campeche 2","Foam Disk Launcher",67,201.00
"Xalapa","Maven Toys Xalapa 2","Playfoam",67,469.00
"Guanajuato","Maven Toys Guanajuato 3","PlayDoh Playset",67,268.00
"Chetumal","Maven Toys Chetumal 1","Uno Card Game",66,264.00
"Villahermosa","Maven Toys Villahermosa 1","Uno Card Game",66,264.00
"Villahermosa","Maven Toys Villahermosa 1","PlayDoh Playset",66,264.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","PlayDoh Playset",65,260.00
"Hermosillo","Maven Toys Hermosillo 1","Teddy Bear",65,130.00
"Guanajuato","Maven Toys Guanajuato 1","Mr. Potatohead",64,320.00
"La Paz","Maven Toys La Paz 1","Classic Dominoes",64,128.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Mini Basketball Hoop",64,1024.00
"Toluca","Maven Toys Toluca 2","Mini Ping Pong Set",64,192.00
"Toluca","Maven Toys Toluca 2","Monopoly",64,384.00
"Guadalajara","Maven Toys Guadalajara 3","Mini Ping Pong Set",64,192.00
"Guanajuato","Maven Toys Guanajuato 1","Playfoam",63,441.00
"Monterrey","Maven Toys Monterrey 4","Mini Ping Pong Set",63,189.00
"Pachuca","Maven Toys Pachuca 1","Plush Pony",63,693.00
"Mexicali","Maven Toys Mexicali 2","Mr. Potatohead",63,315.00
"Hermosillo","Maven Toys Hermosillo 1","Jenga",62,434.00
"Chetumal","Maven Toys Chetumal 1","Teddy Bear",62,124.00
"Hermosillo","Maven Toys Hermosillo 1","Toy Robot",61,305.00
"Chetumal","Maven Toys Chetumal 1","PlayDoh Playset",61,244.00
"Guadalajara","Maven Toys Guadalajara 2","Playfoam",61,427.00
"Puebla","Maven Toys Puebla 1","Mini Basketball Hoop",60,960.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Uno Card Game",60,240.00
"Hermosillo","Maven Toys Hermosillo 2","Foam Disk Launcher",59,177.00
"Merida","Maven Toys Merida 1","Mini Basketball Hoop",59,944.00
"Durango","Maven Toys Durango 1","Plush Pony",59,649.00
"Campeche","Maven Toys Campeche 2","Mini Basketball Hoop",58,928.00
"Aguascalientes","Maven Toys Aguascalientes 1","Foam Disk Launcher",58,174.00
"Puebla","Maven Toys Puebla 1","Teddy Bear",57,114.00
"Puebla","Maven Toys Puebla 1","Chutes & Ladders",57,171.00
"Guanajuato","Maven Toys Guanajuato 1","Plush Pony",57,627.00
"Monterrey","Maven Toys Monterrey 3","Mini Basketball Hoop",56,896.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Mini Ping Pong Set",56,168.00
"Monterrey","Maven Toys Monterrey 2","Teddy Bear",56,112.00
"Saltillo","Maven Toys Saltillo 1","Playfoam",55,385.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Etch A Sketch",55,550.00
"Saltillo","Maven Toys Saltillo 2","Teddy Bear",55,110.00
"Morelia","Maven Toys Morelia 1","Monopoly",54,324.00
"Aguascalientes","Maven Toys Aguascalientes 1","Supersoaker Water Gun",52,156.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Monopoly",52,312.00
"Puebla","Maven Toys Puebla 3","Plush Pony",50,550.00
"Morelia","Maven Toys Morelia 1","Toy Robot",50,250.00
"Santiago","Maven Toys Santiago 1","Playfoam",50,350.00
"Campeche","Maven Toys Campeche 2","Monopoly",50,300.00
"Campeche","Maven Toys Campeche 2","Plush Pony",49,539.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Playfoam",49,343.00
"Campeche","Maven Toys Campeche 1","Playfoam",49,343.00
"La Paz","Maven Toys La Paz 1","Plush Pony",48,528.00
"Mexicali","Maven Toys Mexicali 2","PlayDoh Playset",48,192.00
"Monterrey","Maven Toys Monterrey 1","Playfoam",48,336.00
"Mexicali","Maven Toys Mexicali 2","Supersoaker Water Gun",48,144.00
"Chihuahua","Maven Toys Chihuahua 1","Supersoaker Water Gun",47,141.00
"Monterrey","Maven Toys Monterrey 3","Uno Card Game",47,188.00
"Guadalajara","Maven Toys Guadalajara 2","Plush Pony",46,506.00
"Chetumal","Maven Toys Chetumal 1","Mini Basketball Hoop",46,736.00
"Morelia","Maven Toys Morelia 1","Mini Basketball Hoop",46,736.00
"Guadalajara","Maven Toys Guadalajara 3","Playfoam",46,322.00
"Toluca","Maven Toys Toluca 2","Chutes & Ladders",45,135.00
"Guanajuato","Maven Toys Guanajuato 1","Teddy Bear",44,88.00
"Chilpancingo","Maven Toys Chilpancingo 1","Playfoam",44,308.00
"Hermosillo","Maven Toys Hermosillo 3","Teddy Bear",44,88.00
"Puebla","Maven Toys Puebla 3","Toy Robot",43,215.00
"Mexicali","Maven Toys Mexicali 1","Supersoaker Water Gun",42,126.00
"Guanajuato","Maven Toys Guanajuato 1","Toy Robot",40,200.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Dinosaur Figures",39,156.00
"Saltillo","Maven Toys Saltillo 2","Plush Pony",39,429.00
"Chilpancingo","Maven Toys Chilpancingo 1","Teddy Bear",38,76.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Playfoam",36,252.00
"Mexicali","Maven Toys Mexicali 1","Mr. Potatohead",36,180.00
"Durango","Maven Toys Durango 1","Playfoam",35,245.00
"La Paz","Maven Toys La Paz 1","Playfoam",34,238.00
"Aguascalientes","Maven Toys Aguascalientes 1","Mini Basketball Hoop",34,544.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Playfoam",33,231.00
"Merida","Maven Toys Merida 1","Foam Disk Launcher",33,99.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Teddy Bear",32,64.00
"La Paz","Maven Toys La Paz 1","Mini Basketball Hoop",30,480.00
"Zacatecas","Maven Toys Zacatecas 1","Plush Pony",29,319.00
"Chetumal","Maven Toys Chetumal 1","Mr. Potatohead",29,145.00
"Hermosillo","Maven Toys Hermosillo 1","PlayDoh Playset",27,108.00
"Puebla","Maven Toys Puebla 1","Playfoam",26,182.00
"Xalapa","Maven Toys Xalapa 1","Playfoam",26,182.00
"Toluca","Maven Toys Toluca 2","Uno Card Game",25,100.00
"Chetumal","Maven Toys Chetumal 1","Playfoam",24,168.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Playfoam",24,168.00
"Puebla","Maven Toys Puebla 3","Classic Dominoes",24,48.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Classic Dominoes",23,46.00
"Villahermosa","Maven Toys Villahermosa 1","Mr. Potatohead",23,115.00
"Morelia","Maven Toys Morelia 1","Playfoam",22,154.00
"Toluca","Maven Toys Toluca 2","Mini Basketball Hoop",22,352.00
"Merida","Maven Toys Merida 1","Teddy Bear",21,42.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Mini Basketball Hoop",20,320.00
"Cuernavaca","Maven Toys Cuernavaca 1","Mini Basketball Hoop",20,320.00
"Toluca","Maven Toys Toluca 2","Classic Dominoes",20,40.00
"Mexicali","Maven Toys Mexicali 1","Playfoam",18,126.00
"Guanajuato","Maven Toys Guanajuato 1","Jenga",18,126.00
"Hermosillo","Maven Toys Hermosillo 1","Plush Pony",17,187.00
"Guadalajara","Maven Toys Guadalajara 4","PlayDoh Playset",17,68.00
"Mexicali","Maven Toys Mexicali 2","Playfoam",17,119.00
"Chilpancingo","Maven Toys Chilpancingo 1","Etch A Sketch",16,160.00
"Cuernavaca","Maven Toys Cuernavaca 1","Classic Dominoes",16,32.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Uno Card Game",16,64.00
"Mexicali","Maven Toys Mexicali 1","Jenga",16,112.00
"Pachuca","Maven Toys Pachuca 1","Playfoam",16,112.00
"Puebla","Maven Toys Puebla 3","Mr. Potatohead",16,80.00
"Cuernavaca","Maven Toys Cuernavaca 1","Uno Card Game",15,60.00
"Zacatecas","Maven Toys Zacatecas 1","PlayDoh Playset",13,52.00
"Oaxaca","Maven Toys Oaxaca 1","Plush Pony",13,143.00
"Monterrey","Maven Toys Monterrey 4","Chutes & Ladders",8,24.00
"Mexicali","Maven Toys Mexicali 1","Plush Pony",6,66.00
"Monterrey","Maven Toys Monterrey 4","Mini Basketball Hoop",5,80.00
